# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J; μ; E; n_variance; <a_i>; Γ; eΓ; C; eC; Re(D); Im(D) where D=FT(C) [calculated 2025-02-13T11:56:27.660 @site  i=3]
0.30289473684210527; 0.108; -1.7662984190520987; 0.3838809055666068; 3.9159686582282893e-11; [0.8806144980070989]; [3.32663771459051e-8]; [-0.1499260873001587, -0.10582480442211603, -0.08746114819408397, -0.08017217739225088]; [0.007123272798842289, 0.055246290379037374, 0.06014094644125766, 0.06120737618248634]; 0.08526734627431717; -0.07713379686398689 # MI
0.30289473684210527; 0.113; -1.7912984190487657; 0.3838809049597103; 8.880384240524208e-11; [0.8806144977794547]; [3.342426030523598e-8]; [-0.1499260873115885, -0.10582480436737077, -0.08746114798908598, -0.0801721773436302]; [0.007123272601188616, 0.055246290441263786, 0.060140946664776644, 0.06120737619148395]; 0.08526734607567306; -0.07713379700941461 # MI
0.30289473684210527; 0.118; -1.8162984190454061; 0.38388090439985434; -4.695556303927272e-11; [0.8806144976790322]; [3.382136691231693e-8]; [-0.14992608730582527, -0.10582480429303909, -0.08746114778704123, -0.08017217731534208]; [0.007123272341010229, 0.0552462905026275, 0.060140946860602014, 0.061207376155597494]; 0.08526734586260228; -0.07713379710590491 # MI
0.30289473684210527; 0.123; -1.841298419042043; 0.38388090378909356; -1.0333277157462857e-11; [0.8806144975097641]; [3.4088224379862956e-8]; [-0.14992608730095003, -0.10582480422366403, -0.08746114758434785, -0.08017217727784956]; [0.007123272119216455, 0.05524629056134043, 0.060140947061340266, 0.06120737613419071]; 0.08526734565558665; -0.07713379721528836 # MI
0.30289473684210527; 0.128; -1.8662984190383654; 0.3838809028786514; -2.3423328959189726e-10; [0.8806144969617332]; [3.405136889303867e-8]; [-0.14992608731003873, -0.10582480416859859, -0.08746114734685574, -0.080172177180328]; [0.007123272035193433, 0.05524629062726627, 0.06014094732609042, 0.061207376198737944]; 0.08526734544622987; -0.07713379742390847 # MI
0.30473684210526314; 0.033; -1.4147130742914655; 0.38995515731334174; 0.3944965590889222; [0.7809244203839196]; [2.564971476895157e-5]; [-0.13660337757986118, -0.09831410056211506, -0.0825774897069596, -0.07664048143622101]; [0.008974329230249408, 0.04822031691379752, 0.05214389091586438, 0.05262467622215325]; 0.08044839428512654; -0.06627785089506455 # SF
0.30473684210526314; 0.038; -1.437399812908516; 0.38481671358443204; 0.21106315772993717; [0.758618140447177]; [2.4723333230558402e-5]; [-0.13988055006747457, -0.1029214673784965, -0.08781173024123917, -0.08223333756253257]; [0.00964231921604512, 0.046660987911920235, 0.05031782477359509, 0.0506137110964301]; 0.08566943230148183; -0.0637070377543723 # SF
0.30473684210526314; 0.043; -1.4571312075267326; 0.38887544777814753; -0.36507255086469836; [0.775484431157293]; [8.817828585967205e-6]; [-0.13720627504631758, -0.09922651351121957, -0.08364603528062409, -0.07779297493332925]; [0.009126314718902327, 0.047856398874967336, 0.051705990351529715, 0.052144376382071936]; 0.08150857775568485; -0.0656633815546651 # SF
0.30473684210526314; 0.048; -1.478367170021768; 0.3936974470483007; -0.4683598874278653; [0.8275013278678987]; [1.3806972449970204e-6]; [-0.1371059727041863, -0.09608881868401124, -0.07908316900896138, -0.07246103133441212]; [0.007912723699784829, 0.05148605930430128, 0.05591783886307542, 0.05672661661101386]; 0.07695734927388387; -0.07147666281988847 # SF
0.30473684210526314; 0.053; -1.4985137324760665; 0.38669416174714233; -0.29385628793149154; [0.7658598375537573]; [2.422440499839981e-5]; [-0.13857199741075998, -0.10116220122087173, -0.08585981175565356, -0.0801608039726753]; [0.009405363502128014, 0.0471872171875102, 0.05091161415120206, 0.05127163144337468]; 0.08371183396549942; -0.0645468649963581 # SF
0.30473684210526314; 0.058; -1.5277912692193605; 0.3883874234093454; -0.2517902140091175; [0.8730177133681171]; [0.00031454523510680366]; [-0.14706708353946588, -0.10345383351749768, -0.08528445886045258, -0.07808909450798071]; [0.00722527229627998, 0.05464864314146079, 0.059495626025220995, 0.06053229648882366]; 0.08311540061789693; -0.07628165641611734 # SF
0.30473684210526314; 0.063; -1.5428404795518806; 0.3920070288640538; -0.44082534610805835; [0.79322881740913]; [0.00010719385113478796]; [-0.1358083326363178, -0.09680056691074845, -0.08071378841891172, -0.07458564859823387]; [0.008620863830153373, 0.04907060954880451, 0.05314985711148172, 0.05372680613512048]; 0.07859681449152787; -0.06768180375389642 # SF
0.30473684210526314; 0.068; -1.577322103996328; 0.38789743004994315; -0.2338099880807077; [0.87436430297863]; [6.81626210166759e-6]; [-0.1475578690436819, -0.10384702663834129, -0.0856390148384435, -0.07842241806248003]; [0.007250919946383962, 0.05477091210479224, 0.05962630028346868, 0.0606717028096214]; 0.08346567864202123; -0.07645412197222345 # SF
0.30473684210526314; 0.073; -1.603611837733306; 0.38597137147921545; -0.059098798128554154; [0.8824058027355759]; [1.136674208278015e-5]; [-0.1503573182526643, -0.10618772249758347, -0.08778082431623745, -0.08047422865817247]; [0.007187363412021149, 0.055335698182093045, 0.06025453805211863, 0.06132757713653111]; 0.08559297991328724; -0.07728207102912384 # SF
0.30473684210526314; 0.078; -1.628503806652234; 0.38605909658816584; -0.07682598866435499; [0.882042753697676]; [1.0695949437082282e-5]; [-0.15023354828307764, -0.10608058321395822, -0.08768130288941596, -0.08037734833691851]; [0.007195987683486157, 0.05531556145030968, 0.06023150525537734, 0.061304315139106315]; 0.08549397257614977; -0.07725201978997283 # SF
0.30473684210526314; 0.083; -1.626593172746316; 0.3909514610317144; 0.4140607204867701; [0.785252279501209]; [6.353433465637542e-5]; [-0.136213117484851, -0.09767147304289837, -0.08179171992389991, -0.07578778021243823]; [0.008823824934199857, 0.04851733045214536, 0.05252003822367071, 0.05303153318275693]; 0.07967689276372335; -0.06680179545565328 # SF
0.30473684210526314; 0.088; -1.6787122130517824; 0.38583333672467335; -0.008245983629492228; [0.882896813566117]; [4.307852155345969e-7]; [-0.15054399111644154, -0.10634253694731748, -0.08792285892154034, -0.08061000361844808]; [0.007180129386516478, 0.055374696180435994, 0.06029677108685347, 0.06137191863236626]; 0.08573349398614469; -0.07733798961599803 # SF
0.30473684210526314; 0.093; -1.7037075964417223; 0.3858219248921957; -0.010853863791247875; [0.8828597232902509]; [1.44217340496272e-5]; [-0.150540781053771, -0.1063391477242746, -0.08791828447692072, -0.08060495141484006]; [0.007190268486827166, 0.055375674112182235, 0.06029887031469002, 0.061374321207149675]; 0.0857296044243603; -0.07734043825190406 # SF
0.30473684210526314; 0.098; -1.7287124183262743; 0.3858314920894037; 0.0074538250097512; [0.8828972240392683]; [6.787713332031389e-8]; [-0.15054473338614913, -0.10634307109384344, -0.08792351656481458, -0.08061063975156092]; [0.0071815556452056555, 0.05537505425179437, 0.06029686917177449, 0.061372029922314116]; 0.08573403221445017; -0.07733801796833076 # SF
0.30473684210526314; 0.103; -1.7537156174761979; 0.3858308906926651; -2.4665346439428174e-10; [0.8829057467956494]; [3.380595339315466e-8]; [-0.15054820206449046, -0.10634593364850686, -0.08792590935307174, -0.08061297447197989]; [0.007181474100842896, 0.055375803608159684, 0.060297950364622814, 0.061373043338038]; 0.08573649052734211; -0.07733937254816764 # MI
0.30473684210526314; 0.108; -1.7787156174729732; 0.3858308900243752; -4.4988828328069453e-11; [0.8829057465225019]; [3.393145708524247e-8]; [-0.15054820206797243, -0.10634593359136162, -0.08792590915401113, -0.08061297441951186]; [0.007181473943526774, 0.05537580366609771, 0.060297950575230824, 0.06137304334729265]; 0.08573649033520477; -0.07733937268479502 # MI
0.30473684210526314; 0.113; -1.8037156174695852; 0.38583088909059704; 8.782861297263001e-12; [0.882905745965147]; [3.3935121681041033e-8]; [-0.15054820206622932, -0.10634593353068748, -0.08792590893071056, -0.08061297432410897]; [0.007181473890919033, 0.05537580372796549, 0.06029795081345769, 0.06137304340294335]; 0.08573649013548416; -0.07733937286946015 # MI
0.30473684210526314; 0.118; -1.8287156174659778; 0.38583088868875737; -1.5893542524956495e-10; [0.8829057460088001]; [3.425275813683033e-8]; [-0.1505482020849504, -0.10634593347019361, -0.0879259087295502, -0.0806129743142448]; [0.007181473560575743, 0.055375803797688965, 0.060297951030681037, 0.06137304336470848]; 0.0857364899210645; -0.07733937297932804 # MI
0.30473684210526314; 0.123; -1.853715617462603; 0.3858308878687591; 3.065257166420523e-11; [0.882905745532703]; [3.421999807917527e-8]; [-0.1505482020945354, -0.10634593341922276, -0.08792590851343267, -0.080612974229851]; [0.007181473475463896, 0.05537580385967546, 0.060297951272021116, 0.06137304341851905]; 0.08573648972810265; -0.07733937316577795 # MI
0.30473684210526314; 0.128; -1.8787156174589112; 0.38583088737092064; -1.6691096358789007e-10; [0.8829057455038358]; [3.462820947918876e-8]; [-0.15054820210259653, -0.10634593334522548, -0.08792590830201347, -0.08061297420885959]; [0.007181473157978454, 0.05537580393357502, 0.060297951488218156, 0.06137304338042268]; 0.08573648950119153; -0.07733937327418318 # MI
0.30657894736842106; 0.033; -1.42841768490891; 0.38397340478427056; 0.04174214630129161; [0.7534992242056862]; [5.221468197291569e-7]; [-0.14167649252022185, -0.1050128874816684, -0.09004396343295742, -0.08455939953594868]; [0.009881078671624471, 0.046328613198615934, 0.04992019387450419, 0.050159130944954826]; 0.08789357187625996; -0.06312009627304767 # SF
0.30657894736842106; 0.038; -1.4421319729122692; 0.39159138817657846; -0.32372825111548503; [0.8674498078078092]; [6.507884690478977e-6]; [-0.14534037781668238, -0.10205116229672177, -0.08401508356396105, -0.07688332691217403]; [0.0074068072723718174, 0.054259770618876955, 0.05906743042596264, 0.06008259727855687]; 0.08185985366666262; -0.07570786543738438 # SF
0.30657894736842106; 0.043; -1.468114315731863; 0.38904355071554464; 0.3325272084313939; [0.772133353241379]; [3.878327521827787e-6]; [-0.13827405459528527, -0.10051295723529918, -0.0850133989840463, -0.07922129802832488]; [0.009306520031091227, 0.047607527293537594, 0.051437223365472615, 0.05183913428815724]; 0.08288421492764339; -0.06527292069533365 # SF
0.30657894736842106; 0.048; -1.488962941335427; 0.3905338613009346; -0.37487777462936356; [0.7787586521282641]; [1.8650883399002495e-5]; [-0.13745329972312642, -0.09930709630922094, -0.08361818730891386, -0.07771830877075385]; [0.009123912980124814, 0.04806110294014971, 0.05197678158463503, 0.052435629956090545]; 0.08149797941632644; -0.06603306173102512 # SF
0.30657894736842106; 0.053; -1.5110618487450254; 0.393647709094051; 0.4502465621659235; [0.7983148694189081]; [3.738282641575421e-5]; [-0.13614863706092342, -0.09684975558516806, -0.08062226753948937, -0.07442218745870037]; [0.008609912597295013, 0.049427954589836565, 0.05356500094297692, 0.054173962563933926]; 0.0785079194378429; -0.06824362027696097 # SF
0.30657894736842106; 0.058; -1.5356087092839996; 0.39523675358326704; -0.46969587377038746; [0.8287555052572364]; [6.885307412965184e-5]; [-0.13751944856397597, -0.09648004055316904, -0.0794234151045723, -0.07278755443173938]; [0.008014303631025597, 0.05152150141604392, 0.05600339216678237, 0.05681760064913759]; 0.07732044703465374; -0.07158932261915328 # SF
0.30657894736842106; 0.063; -1.5576071202203305; 0.3952725555705421; 0.4743840650319304; [0.8218763225180483]; [4.312657734900619e-6]; [-0.1368593162141892, -0.09619720140972829, -0.07933421147870524, -0.07279374290925715]; [0.008089478711279787, 0.05106301506004809, 0.055454872026896244, 0.05622567451487104]; 0.07722153788154787; -0.07084179775285229 # SF
0.30657894736842106; 0.068; -1.5807914769172724; 0.39530573581865647; 0.47270791403859297; [0.8254492185319746]; [2.612682091006016e-5]; [-0.1371771123391859, -0.09630860953394835, -0.07935360494382188, -0.07276170754984604]; [0.008026735130918394, 0.051312057809762814, 0.05573703619407914, 0.05653289862484616]; 0.07723905365732098; -0.07122859212531923 # SF
0.30657894736842106; 0.073; -1.614620156794395; 0.3894875941622076; -0.21485902943993457; [0.8779991047698033]; [0.00010194013613678571]; [-0.148619711700606, -0.10474677771007523, -0.0864464464530421, -0.07919034450534586]; [0.007307487267688413, 0.054976262443231755, 0.05987878751629269, 0.06093926388731757]; 0.08428138870014969; -0.07678791691825221 # SF
0.30657894736842106; 0.078; -1.623132143742521; 0.3955571000532665; -0.47465511896388063; [0.8160442040329021]; [0.00025089382717612645]; [-0.13641444414296214, -0.09610579208358604, -0.0793695798320501, -0.07290734580182856]; [0.008083532020970622, 0.05062604055751113, 0.05500134805629438, 0.05573710960452241]; 0.07727856758809072; -0.07023613844902166 # SF
0.30657894736842106; 0.083; -1.6587675450241004; 0.39291376995134253; 0.3744774329193438; [0.8596920854360484]; [3.349983773869855e-5]; [-0.14323033808187446, -0.100386112136316, -0.08254289036864618, -0.07550199439189913]; [0.0074764727630623855, 0.05371359125900314, 0.05845926687131741, 0.05944331241615252]; 0.08040066383690452; -0.07490146521264918 # SF
0.30657894736842106; 0.088; -1.6896561612285161; 0.3888925388511779; 0.1728525126930912; [0.8806594008276468]; [2.342532970011734e-5]; [-0.14953538165339408, -0.10549690529851588, -0.08713277700376139, -0.07984559926298151]; [0.007268740585593463, 0.05517887999825417, 0.06009508197250167, 0.06116518378453924]; 0.08495806531403381; -0.07707308544445675 # SF
0.30657894736842106; 0.093; -1.7161603532890541; 0.38776381583298747; -0.0038337874717129937; [0.8851698687142295]; [1.0029296084305196e-9]; [-0.15116261980538648, -0.10686126606059917, -0.08838582781501153, -0.08104937050422337]; [0.00723834348042287, 0.05550288320673432, 0.06045213762164232, 0.06153572771865443]; 0.08620076574438976; -0.07754125275689457 # SF
0.30657894736842106; 0.098; -1.7333302176369447; 0.39193413185758685; -0.334191839882788; [0.8660699099391523]; [0.00010603173260253799]; [-0.14491786612282878, -0.10171700758912851, -0.08371525064677181, -0.07659702675119716]; [0.007385575532878667, 0.05414880779641695, 0.05894971669204462, 0.059963667530204656]; 0.08156598181294723; -0.07555814672921568 # SF
0.30657894736842106; 0.103; -1.7661611438609142; 0.38776425913101376; -0.0003421648428618458; [0.885172385525727]; [5.3055842906357366e-8]; [-0.15116364531113874, -0.10686211872867575, -0.08838654472347869, -0.08105002587731937]; [0.00723832086343077, 0.05550309907823939, 0.06045244964082432, 0.06153607354932895]; 0.086201516138358; -0.07754168457146543 # SF
0.30657894736842106; 0.108; -1.7911611348727663; 0.38776415201270686; -0.0004749666322829438; [0.8851723045433322]; [1.909570788609548e-7]; [-0.15116361718798368, -0.10686210699031164, -0.08838653740943314, -0.08105001523027813]; [0.007238361901379345, 0.05550308116210958, 0.06045243197968982, 0.061536062100693074]; 0.08620151270528431; -0.07754166535014431 # SF
0.30657894736842106; 0.113; -1.8161611515056437; 0.38776430080935165; 2.2487381873349503e-11; [0.8851724278577378]; [3.4549841925326215e-8]; [-0.15116366069125667, -0.1068621267406202, -0.08838655199828648, -0.08105003358831937]; [0.007238305869682554, 0.055503107396302105, 0.06045245625566931, 0.06153607880560769]; 0.08620152137005249; -0.07754169229850809 # MI
0.30657894736842106; 0.118; -1.8411611514991648; 0.3877642995088; -6.385789770640289e-10; [0.8851724273035204]; [3.4565949817878345e-8]; [-0.15116366070037837, -0.1068621266271177, -0.08838655162351725, -0.08105003347760081]; [0.007238305585023885, 0.05550310751651975, 0.06045245665285516, 0.06153607883763545]; 0.08620152100642751; -0.07754169256605166 # MI
0.30657894736842106; 0.123; -1.8661611514984395; 0.38776429943116053; 5.6964469385848844e-12; [0.8851724273412115]; [3.4895463944612964e-8]; [-0.15116366070680923, -0.1068621266112018, -0.08838655156859905, -0.08105003348278027]; [0.007238305480534733, 0.05550310753546705, 0.06045245671283698, 0.061536078818363475]; 0.08620152094553374; -0.07754169259016681 # MI
0.30657894736842106; 0.128; -1.8911611514937023; 0.38776429856409256; 1.9834152311236382e-10; [0.8851724270660877]; [3.511054156847793e-8]; [-0.15116366070292078, -0.10686212652499638, -0.08838655128517564, -0.08105003341959223]; [0.007238305194857612, 0.055503107608720695, 0.06045245700060831, 0.06153607880708447]; 0.08620152066722551; -0.07754169276248592 # MI
0.30842105263157893; 0.033; -1.4358407363155372; 0.39435710562139825; -0.4366214559368588; [0.7948404268650096]; [2.0412508974109587e-5]; [-0.13675200213848784, -0.09768435082878309, -0.08155076818139027, -0.07540756664515272]; [0.00876860838348785, 0.04915900256597243, 0.053266850444561115, 0.05384686322299229]; 0.07944334499464095; -0.06782510706116336 # SF
0.30842105263157893; 0.038; -1.4580119112160776; 0.3915288983469327; 0.36928326484056945; [0.7793127518735512]; [1.7961923686926576e-7]; [-0.13799269787164145, -0.0998162660787172, -0.08411189799926216, -0.07820915891485815]; [0.009177940943186516, 0.04810485738073167, 0.0520254984296801, 0.052481774061438335]; 0.08199096252082211; -0.06608832024571026 # SF
0.30842105263157893; 0.043; -1.4789231726371512; 0.3926937724765339; -0.39942071178489796; [0.7851242386291174]; [3.764857030040522e-6]; [-0.13741267670387727, -0.09889578854457452, -0.0830287260006368, -0.07703478425811636]; [0.009022207738875514, 0.04850700400368656, 0.052497776558525173, 0.05300062131067301]; 0.08091211412267413; -0.06674921341123773 # SF
0.30842105263157893; 0.048; -1.5021682288475917; 0.39630046224186244; -0.442063850685847; [0.8454220471316947]; [4.100095144328463e-6]; [-0.14024671340727418, -0.09823962278476585, -0.08076127013896506, -0.07390582545549143]; [0.007761033805174842, 0.052699112816210036, 0.05732168275748123, 0.05822937734695776]; 0.07863799048645265; -0.07336745170291847 # SF
0.30842105263157893; 0.053; -1.5285946517413134; 0.3898174778087471; -0.060861712586746726; [0.886868447861195]; [1.161003028425356e-6]; [-0.15157131865213835, -0.10720406949651526, -0.08868674235834552, -0.08133309258557189]; [0.007297413206354002, 0.05558897321369034, 0.06056183089894145, 0.06165201424384649]; 0.08650757469514386; -0.07768473439731152 # SF
0.30842105263157893; 0.058; -1.5536227761744477; 0.3897071148201303; -0.02691057263978305; [0.8873086377972571]; [4.869137946199401e-7]; [-0.1517329789371826, -0.10734002402521857, -0.08881212869056447, -0.08145376962574039]; [0.007293622739172352, 0.05562058488804524, 0.06059631620815711, 0.06168774291669906]; 0.08663175686131744; -0.07772992360944636 # SF
0.30842105263157893; 0.063; -1.5786328573616057; 0.3896791888863751; 0.007570238638774494; [0.8874048308379288]; [2.486060099622457e-6]; [-0.15176734929020758, -0.10737074743568582, -0.08884068220652715, -0.08148085712348771]; [0.007295630492542923, 0.055625219399391225, 0.06060211909102175, 0.061694558538499755]; 0.08666072138184716; -0.07773812544840422 # SF
0.30842105263157893; 0.068; -1.5965783488981298; 0.39597848994138385; 0.42750838983311973; [0.8500376496123727]; [8.514502116693348e-5]; [-0.14111361727790525, -0.09884351548972234, -0.08124409469907884, -0.0743287735800145]; [0.007680759150793231, 0.05301835364477299, 0.057687165844623356, 0.058619699743024015]; 0.07911857703524411; -0.07386084077826213 # SF
0.30842105263157893; 0.073; -1.6286346312679805; 0.38968128799872126; -0.0007446690035878767; [0.8874148218194442]; [6.189781615379173e-8]; [-0.1517725044870614, -0.10737340563562749, -0.08884308695392597, -0.08148335583979764]; [0.007293779715933773, 0.05562822491117395, 0.06060449325301724, 0.061696519446349705]; 0.08666245220304618; -0.07774080088720273 # SF
0.30842105263157893; 0.078; -1.6528747351502537; 0.3903715825955798; -0.1378951403815349; [0.8845510529913674]; [2.8553163858675558e-6]; [-0.15073643988728005, -0.10649926458952977, -0.08803929722946852, -0.08071099000109841]; [0.007314539679033593, 0.05542883078795006, 0.060382529692651475, 0.06146522680135296]; 0.08586381343291782; -0.07744865699279718 # SF
0.30842105263157893; 0.083; -1.6786346400266514; 0.38968130443079696; -0.0004660014560733242; [0.8874148861123684]; [4.713636588866679e-8]; [-0.15177252733705363, -0.10737342336766875, -0.08884310210693838, -0.08148337102195288]; [0.0072937704419108245, 0.05562823071313337, 0.06060450035213656, 0.06169652561022121]; 0.08666246705503357; -0.07774080969566419 # SF
0.30842105263157893; 0.088; -1.703620624796742; 0.3896824931071843; 0.01556707567393895; [0.8873751275138118]; [7.172032766831844e-6]; [-0.15175801373005315, -0.10736082311499232, -0.08883336484180612, -0.08147315259070455]; [0.007296127638059854, 0.05562603242842947, 0.060599540319515484, 0.06169276879091763]; 0.0866520382436386; -0.07773504191892053 # SF
0.30842105263157893; 0.093; -1.7285139931074005; 0.3896822678299461; -0.03639051576747243; [0.8871912353463451]; [4.2140254481333683e-5]; [-0.15169088648470413, -0.10730192954554392, -0.08878107332504154, -0.08142171996207771]; [0.007305270935481674, 0.05561641826332472, 0.06058497391062633, 0.061679025683053716]; 0.08659872463528073; -0.07771623486221375 # SF
0.30842105263157893; 0.098; -1.7535089666504857; 0.389702765758398; -0.039002350149577696; [0.8871571623580348]; [2.4906350786064863e-5]; [-0.15168008101716238, -0.10729603234906211, -0.08877530395035751, -0.08141727149734135]; [0.00730493361597858, 0.055610230336236334, 0.060580559786912735, 0.0616735955881474]; 0.0865939999052465; -0.0777101138615039 # SF
0.30842105263157893; 0.103; -1.7786346338106767; 0.38968117785618284; -0.0004774830066985123; [0.8874148202010572]; [1.3281353653463817e-7]; [-0.1517725045573737, -0.1073734132143576, -0.08884309694806608, -0.08148336359406598]; [0.00729380913990093, 0.0556282172511038, 0.060604485071728546, 0.06169651497473859]; 0.08666246400186844; -0.07774079215958389 # SF
0.30842105263157893; 0.108; -1.793577432463048; 0.3942229619827089; -0.33505414378430853; [0.868291830118002]; [0.00034852310129856583]; [-0.1454037251572437, -0.10216045633531916, -0.08410653157306161, -0.07696088838691074]; [0.007400993567131414, 0.05420334588073972, 0.059050040876790534, 0.06008390254870975]; 0.08197871417615157; -0.07570483662540356 # SF
0.30842105263157893; 0.113; -1.828634624966895; 0.3896811149639219; -0.0005401956039218965; [0.8874147133023924]; [2.92708236226428e-7]; [-0.15177249106121127, -0.10737342345086834, -0.08884310075421781, -0.08148335159061834]; [0.007293920185305449, 0.05562819570730774, 0.060604477982270456, 0.06169652764371689]; 0.08666248324243388; -0.07774079451959796 # SF
0.30842105263157893; 0.118; -1.8536292137899868; 0.38968239092639734; 0.007909844364747882; [0.8874063268022182]; [2.2155207687935273e-6]; [-0.15176933773598938, -0.10736954552442693, -0.08883970791100966, -0.08148038577888964]; [0.007291096135612482, 0.055628898660145004, 0.06060437791459504, 0.06169593087726332]; 0.08665849198353384; -0.07774033105889776 # SF
0.30842105263157893; 0.123; -1.8786345972155234; 0.38968165558870504; -0.0006976370883797577; [0.8874151772843217]; [6.232085107147383e-7]; [-0.15177248540376795, -0.1073735026403058, -0.08884315765081259, -0.08148338700745171]; [0.007293837391690196, 0.05562808477998852, 0.06060442845700651, 0.061696510023629435]; 0.0866625841421894; -0.07774076855904366 # SF
0.30842105263157893; 0.128; -1.9036346496321181; 0.3896813277522959; -1.539590622637689e-10; [0.8874149366845933]; [3.5342834157087634e-8]; [-0.15177254702661222, -0.10737343482066578, -0.08884311165041561, -0.08148338201867018]; [0.007293756822092021, 0.05562824010956828, 0.06060450911971706, 0.06169653153212477]; 0.08666247455895731; -0.07774081908543515 # MI
0.31026315789473685; 0.033; -1.448570521942512; 0.3907321099501997; -0.3094563280114958; [0.7722377361914767]; [3.7096520725243642e-6]; [-0.13954013793083359, -0.10178311753305332, -0.08627329696472555, -0.08048813063997083]; [0.00945522187936759, 0.04762099392239841, 0.05145874833407292, 0.051850378427133394]; 0.08414836099864867; -0.0652782401300495 # SF
0.31026315789473685; 0.038; -1.4663800415496844; 0.39365261642619487; -0.24404473313854513; [0.8801848324139406]; [1.5240612009590696e-6]; [-0.1490994634279729, -0.1051382360223417, -0.08678443808701271, -0.07950819566017672]; [0.007420843192545206, 0.05509442203367651, 0.060024496918830425, 0.06109051134699634]; 0.08462505325783984; -0.07697332043774587 # SF
0.31026315789473685; 0.043; -1.4903356507800727; 0.39810132044146174; -0.4754751127041262; [0.820576785214046]; [3.3698374640425167e-6]; [-0.1374867873789332, -0.09692815236786848, -0.08009572566651588, -0.07357919317456516]; [0.008271703347293106, 0.050951868654758946, 0.05534152043722247, 0.056098463723376166]; 0.07799235081453176; -0.07067358608415973 # SF
0.31026315789473685; 0.048; -1.5104724232046414; 0.39137415037857326; 0.32773212960424947; [0.774537652596337]; [6.121483159366256e-5]; [-0.13922839733403097, -0.10133080835642198, -0.08574933970744782, -0.07992600810535659]; [0.009399647125011403, 0.0477880934786592, 0.05165976383982524, 0.05207031227655801]; 0.08362858342094392; -0.06555848118872683 # SF
0.31026315789473685; 0.053; -1.5411130107350737; 0.3916388012111467; -0.041556727186953; [0.8893771727659571]; [1.8299691177380438e-7]; [-0.15228152701632947, -0.10780015134692045, -0.08922254490821117, -0.08184276756647521]; [0.007349746478531225, 0.05573441639093255, 0.060734530997473106, 0.061833976878131865]; 0.08704632372584173; -0.07791088426209772 # SF
0.31026315789473685; 0.058; -1.561953268664292; 0.39724422584931385; -0.4090707640939534; [0.8570262790087793]; [7.803013332507846e-5]; [-0.14269539228694145, -0.10006608619799907, -0.0822940825869051, -0.0752935841840425]; [0.007636123998170217, 0.0534603927622119, 0.05819919762415036, 0.05916812283909735]; 0.0801701773281367; -0.07454905043262716 # SF
0.31026315789473685; 0.063; -1.5911355368031121; 0.3915840013852854; 0.002923942265290469; [0.8896332243059607]; [9.732585976244358e-7]; [-0.152374518846915, -0.10787971718943708, -0.08929540550896335, -0.08191275536524775]; [0.007347629845864968, 0.055750940700663665, 0.06075397982253832, 0.061854385991280174]; 0.08711927583362973; -0.0779367036386767 # SF
0.31026315789473685; 0.068; -1.6156033002690144; 0.39219388396913746; 0.1315292266875519; [0.8870355877727409]; [4.30865680881143e-6]; [-0.15143309762572604, -0.10708429697239077, -0.08856325070690832, -0.08120948017630925]; [0.007360787741365853, 0.05557076918676565, 0.06055377848286111, 0.06164512722917897]; 0.08639168082431099; -0.07767302682496308 # SF
0.31026315789473685; 0.073; -1.6411357300725857; 0.391582121197678; 0.0006773344171835606; [0.8896335641422846]; [5.544489551298597e-8]; [-0.15237490665250336, -0.10787988421327636, -0.08929560468768924, -0.08191302545133974]; [0.007347840129903049, 0.055751224944077346, 0.060754136720652115, 0.061854438343996704]; 0.08711936879801867; -0.07793679669640272 # SF
0.31026315789473685; 0.078; -1.666135720790568; 0.3915820546386253; 0.0007839788253265306; [0.889633502510216]; [1.0058097585601082e-7]; [-0.15237488586847972, -0.10787987145988119, -0.08929559424174685, -0.0819130148354005]; [0.007347861193779875, 0.055751216168261834, 0.06075412790156499, 0.061854430847154314]; 0.08711935973248247; -0.07793678566969305 # SF
0.31026315789473685; 0.083; -1.690152007915964; 0.3922612179985183; -0.1424952480262501; [0.8865464240202174]; [3.8246717375570845e-5]; [-0.15126522869627934, -0.1069384380040959, -0.08843040967557222, -0.08108164295745804]; [0.007371800237208588, 0.05554421697879397, 0.06051982556412422, 0.06160951206812308]; 0.08625758601344244; -0.07762730265438314 # SF
0.31026315789473685; 0.088; -1.6878912461100724; 0.39746840036115416; 0.4673559905299463; [0.8100850112952219]; [0.00023194891940798933]; [-0.13697647924922124, -0.09704727183032423, -0.08049400865687178, -0.07412787238783017]; [0.008443609663471503, 0.05019085424363687, 0.05448172024907141, 0.05516999478382476]; 0.07839908087487721; -0.06950234106626975 # SF
0.31026315789473685; 0.093; -1.7410797086592475; 0.3916133332698737; 0.030822437437167494; [0.8894888050400437]; [2.822969296600136e-6]; [-0.15232072184012935, -0.10783396980594638, -0.08925385250496297, -0.08187272128022616]; [0.0073453134685867675, 0.05574081957079432, 0.06074196213009429, 0.06184208073025025]; 0.08707764373850314; -0.07792114892784285 # SF
0.31026315789473685; 0.098; -1.7661341398481856; 0.3915709522031392; 0.004443960718131701; [0.8896208392908105]; [7.453093168684433e-6]; [-0.1523720246505015, -0.10787718603767425, -0.08929291057486413, -0.08191061539331217]; [0.007349891531013995, 0.0557511200314068, 0.06075405963068273, 0.06185403201278645]; 0.08711664168152683; -0.07793634546297026 # SF
